0,1
1.333333333,0.989410385
2.666666667,0.96288302
4,0.927078679
5.333333333,0.879665042
6.666666667,0.817253596
8,0.746627827
9.333333333,0.677041588
10.66666667,0.606019145
12,0.525961249
13.33333333,0.442588503
14.66666667,0.374251744
16,0.328196217
17.33333333,0.289255135
18.66666667,0.241812355
20,0.186754468
21.33333333,0.135881205
22.66666667,0.099402365
24,0.078236612
25.33333333,0.066904616
26.66666667,0.060445961
28,0.054508015
29.33333333,0.045636893
30.66666667,0.035527227
32,0.032058375
33.33333333,0.036218375
34.66666667,0.038352027
36,0.034093009
37.33333333,0.027182734
38.66666667,0.025358766
40,0.028197522
41.33333333,0.028498019
42.66666667,0.024055596
44,0.017538596
45.33333333,0.012719373
46.66666667,0.009939355
48,0.006738276
49.33333333,0.002391679
